date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2021-11-03T00:00:00.000Z,151.49,151.97,149.82,150.39,54511534,148.6730596001,149.1441340513,147.0341130721,147.5935139829,54511534,0.0,1.0
2021-11-04T00:00:00.000Z,150.96,152.43,150.64,151.58,60394616,148.1529148936,149.5955804004,147.8388652595,148.7613860597,60394616,0.0,1.0
2021-11-05T00:00:00.000Z,151.28,152.2,150.06,151.89,65463883,148.6828736512,149.5870793873,147.4838182185,149.2824013675,65463883,0.22,1.0
2021-11-08T00:00:00.000Z,150.44,151.57,150.16,151.41,55020868,147.8572945008,148.9678950245,147.5821014507,148.8106418531,55020868,0.0,1.0
2021-11-09T00:00:00.000Z,150.81,151.428,150.0601,150.2,56573449,148.2209424599,148.8283328348,147.4839165018,147.6214147436,56573449,0.0,1.0
2021-11-10T00:00:00.000Z,147.92,150.13,147.85,150.02,65187092,145.3805570498,147.5526164811,145.3117587872,147.4445049257,65187092,0.0,1.0
2021-11-11T00:00:00.000Z,147.87,149.43,147.681,148.96,40999950,145.3314154337,146.8646338558,145.1456601248,146.4027026645,40999950,0.0,1.0
2021-11-12T00:00:00.000Z,149.99,150.4,147.48,148.43,63245197,147.415019956,147.817981208,144.9481108281,145.8818015339,63245197,0.0,1.0
2021-11-15T00:00:00.000Z,150.0,151.88,149.43,150.37,59222803,147.4248482792,149.2725730443,146.8646338558,147.7884962383,59222803,0.0,1.0
2021-11-16T00:00:00.000Z,151.0,151.488,149.34,149.94,59256210,148.4076806011,148.8873027742,146.7761789468,147.3658783399,59256210,0.0,1.0
2021-11-17T00:00:00.000Z,153.49,155.0,150.99,150.995,88807000,150.8549330825,152.3390098885,148.3978522779,148.4027664395,88807000,0.0,1.0
2021-11-18T00:00:00.000Z,157.87,158.67,153.05,153.71,137827673,155.1597386523,155.9460045098,150.4224868609,151.0711561933,137827673,0.0,1.0
2021-11-19T00:00:00.000Z,160.55,161.02,156.5328,157.65,117305597,157.7937292749,158.2556604661,153.8454952715,154.9435155415,117305597,0.0,1.0
2021-11-22T00:00:00.000Z,161.02,165.7,161.0,161.68,117467889,158.2556604661,162.8553157325,158.2360038197,158.9043297986,117467889,0.0,1.0
2021-11-23T00:00:00.000Z,161.41,161.8,159.0601,161.12,96041899,158.6389650717,159.0222696772,156.3294073985,158.3539436983,96041899,0.0,1.0
2021-11-24T00:00:00.000Z,161.94,162.14,159.64,160.75,69463623,159.1598662023,159.3564326666,156.899351862,157.9902957392,69463623,0.0,1.0
2021-11-26T00:00:00.000Z,156.81,160.45,156.36,159.565,76959752,154.1179363911,157.6954460427,153.6756618463,156.8256394378,76959752,0.0,1.0
2021-11-29T00:00:00.000Z,160.24,161.19,158.7901,159.37,88748217,157.4890512551,158.4227419609,156.0640426716,156.6339871351,88748217,0.0,1.0
2021-11-30T00:00:00.000Z,165.3,165.52,159.92,159.985,174048056,162.4621828037,162.6784059145,157.1745449121,157.238429013,174048056,0.0,1.0
2021-12-01T00:00:00.000Z,164.77,170.3,164.53,167.48,152423003,161.9412816731,167.376344413,161.7054019159,164.6047572654,152423003,0.0,1.0
2021-12-02T00:00:00.000Z,163.76,164.2,157.8,158.735,136739174,160.948621028,161.3810672497,155.0909403897,156.0098886107,136739174,0.0,1.0
2021-12-03T00:00:00.000Z,161.84,164.96,159.72,164.02,118023116,159.0615829701,162.1280198143,156.9779784477,161.2041574317,118023116,0.0,1.0
2021-12-06T00:00:00.000Z,165.32,167.8799,164.28,164.29,107496982,162.4818394501,164.9977919109,161.4596938354,161.4695221586,107496982,0.0,1.0
2021-12-07T00:00:00.000Z,171.18,171.58,168.34,169.08,120405352,168.2412368563,168.634369785,165.4499930622,166.1772889803,120405352,0.0,1.0
2021-12-08T00:00:00.000Z,175.08,175.96,170.7,172.125,116998901,172.0742829115,172.9391753548,167.7694773418,169.1700134004,116998901,0.0,1.0
2021-12-09T00:00:00.000Z,174.56,176.75,173.92,174.91,108923739,171.5632101041,173.715612889,170.9341974182,171.9072014168,108923739,0.0,1.0
2021-12-10T00:00:00.000Z,179.45,179.63,174.69,175.205,115402731,176.369260158,176.546169976,171.690978306,172.1971369517,115402731,0.0,1.0
2021-12-13T00:00:00.000Z,175.74,182.13,175.53,181.115,153237019,172.7229522439,179.0032507806,172.5165574564,178.0056759739,153237019,0.0,1.0
2021-12-14T00:00:00.000Z,174.33,177.74,172.21,175.25,139380382,171.3371586701,174.6886168877,169.2535541478,172.2413644062,139380382,0.0,1.0
2021-12-15T00:00:00.000Z,179.3,179.5,172.3108,175.11,131063257,176.2218353098,176.4184017741,169.3526236458,172.1037678812,131063257,0.0,1.0
2021-12-16T00:00:00.000Z,172.26,181.14,170.75,179.28,150185843,169.3026957639,178.030246782,167.8186189579,176.2021786633,150185843,0.0,1.0
2021-12-17T00:00:00.000Z,171.14,173.47,169.69,169.93,195923441,168.2019235634,170.4919228733,166.7768166967,167.0126964539,195923441,0.0,1.0
2021-12-20T00:00:00.000Z,169.75,170.58,167.46,168.28,107499114,166.835786636,167.6515374631,164.5851006189,165.3910231229,107499114,0.0,1.0
2021-12-21T00:00:00.000Z,172.99,173.2,169.12,171.555,91185905,170.0201633588,170.2265581464,166.2166022732,168.609798977,91185905,0.0,1.0
2021-12-22T00:00:00.000Z,175.64,175.86,172.15,173.04,92135303,172.6246690118,172.8408921226,169.1945842085,170.0693049749,92135303,0.0,1.0
2021-12-23T00:00:00.000Z,176.28,176.8499,175.27,175.85,68356567,173.2536816977,173.813797838,172.2610210527,172.8310637993,68356567,0.0,1.0
2021-12-27T00:00:00.000Z,180.33,180.42,177.07,177.085,74919582,177.2341526013,177.3226075103,174.030119232,174.0448617168,74919582,0.0,1.0
2021-12-28T00:00:00.000Z,179.29,181.33,178.53,180.16,79144339,176.2120069866,178.2169849231,175.4650544219,177.0670711066,79144339,0.0,1.0
2021-12-29T00:00:00.000Z,179.38,180.63,178.14,179.33,62348931,176.3004618955,177.5290022978,175.0817498164,176.2513202794,62348931,0.0,1.0
2021-12-30T00:00:00.000Z,178.2,180.57,178.09,179.47,59773014,175.1407197557,177.4700323585,175.0326082003,176.3889168045,59773014,0.0,1.0
2021-12-31T00:00:00.000Z,177.57,179.23,177.26,178.085,61661433,174.5215353929,176.1530370472,174.2168573732,175.0276940387,61661433,0.0,1.0
2022-01-03T00:00:00.000Z,182.01,182.88,177.71,177.83,104701220,178.885310902,179.740375022,174.659131918,174.7770717966,104701220,0.0,1.0
2022-01-04T00:00:00.000Z,179.7,182.94,179.12,182.63,99310438,176.6149682385,179.7993449613,176.0449254918,179.4946669416,99310438,0.0,1.0
2022-01-05T00:00:00.000Z,174.92,180.17,174.64,179.61,94537602,171.91702974,177.0768994298,171.6418366899,176.5265133295,94537602,0.0,1.0
2022-01-06T00:00:00.000Z,172.0,175.3,171.64,172.7,96903955,169.0471593602,172.2905060223,168.6933397243,169.7351419855,96903955,0.0,1.0
2022-01-07T00:00:00.000Z,172.17,174.14,171.03,172.89,86709147,169.2142408549,171.150420529,168.093812008,169.9218801266,86709147,0.0,1.0
2022-01-10T00:00:00.000Z,172.19,172.5,168.17,169.08,106765552,169.2338975013,169.5385755211,165.2829115675,166.1772889803,106765552,0.0,1.0
2022-01-11T00:00:00.000Z,175.08,175.18,170.82,172.32,75937685,172.0742829115,172.1725661437,167.8874172204,169.3616657032,75937685,0.0,1.0
2022-01-12T00:00:00.000Z,175.53,177.18,174.82,176.12,74805173,172.5165574564,174.1382307874,171.8187465078,173.0964285263,74805173,0.0,1.0
2022-01-13T00:00:00.000Z,172.19,176.62,171.79,175.78,84505760,169.2338975013,173.5878446872,168.8407645726,172.7622655368,84505760,0.0,1.0
2022-01-14T00:00:00.000Z,173.07,173.78,171.09,171.34,80440780,170.0987899446,170.7966008931,168.1527819473,168.3984900278,80440780,0.0,1.0
2022-01-18T00:00:00.000Z,169.8,172.54,169.405,171.51,90500236,166.8849282521,169.577888814,166.496709485,168.5655715225,90500236,0.0,1.0
2022-01-19T00:00:00.000Z,166.23,171.08,165.94,170.0,92914792,163.376216863,168.1429536241,163.0911954897,167.0814947165,92914792,0.0,1.0
2022-01-20T00:00:00.000Z,164.51,169.68,164.18,166.98,91420515,161.6857452694,166.7669883735,161.3614106032,164.1133411044,91420515,0.0,1.0
2022-01-21T00:00:00.000Z,162.41,166.33,162.3,164.415,122848858,159.6217973935,163.4745000952,159.5136858381,161.5923761989,122848858,0.0,1.0
2022-01-24T00:00:00.000Z,161.62,162.3,154.7,160.02,162706686,158.8453598593,159.5136858381,152.044160192,157.2728281443,162706686,0.0,1.0
2022-01-25T00:00:00.000Z,159.78,162.76,157.02,158.98,115798367,157.036948387,159.9657887062,154.3243311787,156.2506825295,115798367,0.0,1.0
2022-01-26T00:00:00.000Z,159.69,164.3894,157.82,163.5,108275308,156.9484934781,161.5672156914,155.1105970362,160.6930846244,108275308,0.0,1.0
2022-01-27T00:00:00.000Z,159.22,163.84,158.28,162.45,121954638,156.4865622868,161.0272476138,155.5626999042,159.6611106864,121954638,0.0,1.0
2022-01-28T00:00:00.000Z,170.33,170.35,162.8,165.71,179935660,167.4058293827,167.4254860291,160.0051019991,162.8651440557,179935660,0.0,1.0
2022-01-31T00:00:00.000Z,174.78,175.0,169.51,170.16,115541590,171.779433215,171.9956563258,166.5999068787,167.238747888,115541590,0.0,1.0
2022-02-01T00:00:00.000Z,174.61,174.84,172.31,174.01,86213911,171.6123517202,171.8384031543,169.35183738,171.0226523271,86213911,0.0,1.0
2022-02-02T00:00:00.000Z,175.84,175.88,173.33,174.745,84914256,172.8212354761,172.860548769,170.3543263483,171.7450340837,84914256,0.0,1.0
2022-02-03T00:00:00.000Z,172.9,176.2399,172.12,174.48,89418074,169.9317084499,173.2142701216,169.1650992388,171.4845835184,89418074,0.0,1.0
2022-02-04T00:00:00.000Z,172.39,174.1,170.68,171.68,82465400,169.6466870765,171.3294751437,167.9638990093,168.9479855983,82465400,0.22,1.0
