date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2021-05-20T00:00:00.000Z,127.31,127.72,125.1,125.23,76857123,124.7548774094,125.1566486743,122.5892322985,122.7166231873,76857123,0.0,1.0
2021-05-21T00:00:00.000Z,125.43,128.0,125.21,127.82,79295436,122.9126091702,125.4310290504,122.697024589,125.2546416658,79295436,0.0,1.0
2021-05-24T00:00:00.000Z,127.1,127.94,125.94,126.01,63092945,124.5490921274,125.3722332555,123.4123734266,123.4809685206,63092945,0.0,1.0
2021-05-25T00:00:00.000Z,126.9,128.32,126.32,127.82,72009482,124.3531061445,125.744606623,123.7847467941,125.2546416658,72009482,0.0,1.0
2021-05-26T00:00:00.000Z,126.85,127.39,126.42,126.955,56575920,124.3041096487,124.8332718026,123.8827397855,124.4070022898,56575920,0.0,1.0
2021-05-27T00:00:00.000Z,125.28,127.64,125.08,126.44,94625601,122.7656196831,125.0782542812,122.5696337002,123.9023383838,94625601,0.0,1.0
2021-05-28T00:00:00.000Z,124.61,125.8,124.55,125.57,71311109,122.1090666404,123.2751832386,122.0502708455,123.0497993582,71311109,0.0,1.0
2021-06-01T00:00:00.000Z,124.28,125.35,123.94,125.08,67637118,121.7856897686,122.8342147771,121.4525135977,122.5696337002,67637118,0.0,1.0
2021-06-02T00:00:00.000Z,125.06,125.24,124.05,124.28,59278862,122.5500351019,122.7264224865,121.5603058883,121.7856897686,59278862,0.0,1.0
2021-06-03T00:00:00.000Z,123.54,124.85,123.13,124.68,76229170,121.0605416319,122.3442498198,120.658770367,122.1776617344,76229170,0.0,1.0
2021-06-04T00:00:00.000Z,125.89,126.16,123.85,124.07,75169343,123.3633769309,123.6279580078,121.3643199054,121.5799044866,75169343,0.0,1.0
2021-06-07T00:00:00.000Z,125.9,126.32,124.8321,126.17,71057550,123.37317623,123.7847467941,122.3267090744,123.6377573069,71057550,0.0,1.0
2021-06-08T00:00:00.000Z,126.74,128.46,126.2101,126.6,74403774,124.1963173582,125.881796811,123.6770524965,124.0591271701,74403774,0.0,1.0
2021-06-09T00:00:00.000Z,127.13,127.75,126.52,127.21,56877937,124.5784900248,125.1860465718,123.980732777,124.656884418,56877937,0.0,1.0
2021-06-10T00:00:00.000Z,126.11,128.19,125.94,127.02,71186421,123.5789615121,125.6172157341,123.4123734266,124.4706977342,71186421,0.0,1.0
2021-06-11T00:00:00.000Z,127.35,127.44,126.1,126.53,53522373,124.794074606,124.8822682983,123.5691622129,123.9905320761,53522373,0.0,1.0
2021-06-14T00:00:00.000Z,130.48,130.54,127.07,127.82,96906490,127.8612552382,127.9200510331,124.5196942299,125.2546416658,96906490,0.0,1.0
2021-06-15T00:00:00.000Z,129.64,130.6,129.39,129.94,62746332,127.0381141101,127.978846828,126.7931316315,127.3320930844,62746332,0.0,1.0
2021-06-16T00:00:00.000Z,130.15,130.89,128.461,130.37,91339351,127.5378783665,128.2630265032,125.8827767409,127.7534629476,91339351,0.0,1.0
2021-06-17T00:00:00.000Z,131.79,132.55,129.65,129.8,96721669,129.1449634262,129.8897101611,127.0479134092,127.1949028964,96721669,0.0,1.0
2021-06-18T00:00:00.000Z,130.46,131.51,130.24,130.71,108953309,127.8416566399,128.8705830501,127.6260720588,128.0866391186,108953309,0.0,1.0
2021-06-21T00:00:00.000Z,132.3,132.41,129.21,130.3,79663316,129.6447276825,129.7525199731,126.6167442469,127.6848678536,79663316,0.0,1.0
2021-06-22T00:00:00.000Z,133.98,134.08,131.62,132.13,74783618,131.2910099388,131.3890029303,128.9783753407,129.4781395971,74783618,0.0,1.0
2021-06-23T00:00:00.000Z,133.7,134.32,133.23,133.77,60214200,131.0166295628,131.6241861097,130.556062503,131.0852246568,60214200,0.0,1.0
2021-06-24T00:00:00.000Z,133.41,134.64,132.93,134.45,68710998,130.7324498876,131.9377636824,130.2620835286,131.7515769986,68710998,0.0,1.0
2021-06-25T00:00:00.000Z,133.11,133.89,132.81,133.46,70783746,130.4384709132,131.2028162465,130.1444919389,130.7814463833,70783746,0.0,1.0
2021-06-28T00:00:00.000Z,134.78,135.245,133.35,133.41,62111303,132.0749538704,132.5306212806,130.6736540927,130.7324498876,62111303,0.0,1.0
2021-06-29T00:00:00.000Z,136.33,136.49,134.35,134.8,64556081,133.5938452378,133.7506340241,131.6535840072,132.0945524687,64556081,0.0,1.0
2021-06-30T00:00:00.000Z,136.96,137.41,135.87,136.17,63261393,134.2112010839,134.6521695454,133.1430774771,133.4370564515,63261393,0.0,1.0
2021-07-01T00:00:00.000Z,137.27,137.33,135.76,136.6,52485781,134.5149793574,134.5737751522,133.0352851866,133.8584263147,52485781,0.0,1.0
2021-07-02T00:00:00.000Z,139.96,140.0,137.745,137.9,78945572,137.1509908273,137.1901880238,134.9804460667,135.1323352035,78945572,0.0,1.0
2021-07-06T00:00:00.000Z,142.02,143.15,140.07,140.07,108181793,139.169646451,140.2769672544,137.2587831179,137.2587831179,108181793,0.0,1.0
2021-07-07T00:00:00.000Z,144.57,144.89,142.66,143.535,104911589,141.6684677329,141.9820453055,139.7968015963,140.6542402714,104911589,0.0,1.0
2021-07-08T00:00:00.000Z,143.24,144.06,140.665,141.58,105575458,140.3651609467,141.1687034765,137.841841417,138.7384772887,105575458,0.0,1.0
2021-07-09T00:00:00.000Z,145.11,145.65,142.6522,142.75,99890800,142.1976298867,142.7267920405,139.789158143,139.8849952886,99890800,0.0,1.0
2021-07-12T00:00:00.000Z,144.5,146.32,144.0,146.21,76299719,141.5998726389,143.3833450832,141.1099076817,143.2755527926,76299719,0.0,1.0
2021-07-13T00:00:00.000Z,145.64,147.46,143.63,144.03,100827099,142.7169927414,144.5004651857,140.7473336133,141.1393055791,100827099,0.0,1.0
2021-07-14T00:00:00.000Z,149.15,149.57,147.68,148.1,127050785,146.1565467411,146.5681173052,144.7160497669,145.1276203309,127050785,0.0,1.0
2021-07-15T00:00:00.000Z,148.48,150.0,147.09,149.24,106820297,145.4999936984,146.9894871684,144.1378911173,146.2447404334,106820297,0.0,1.0
2021-07-16T00:00:00.000Z,146.39,149.76,145.88,148.46,93251426,143.4519401772,146.7543039889,142.9521759208,145.4803951001,93251426,0.0,1.0
2021-07-19T00:00:00.000Z,142.45,144.07,141.67,143.75,121434571,139.5910163143,141.1785027757,138.826670981,140.8649252031,121434571,0.0,1.0
2021-07-20T00:00:00.000Z,146.15,147.0997,142.96,143.46,96350036,143.2167569978,144.1473964375,140.0907805706,140.5807455279,96350036,0.0,1.0
2021-07-21T00:00:00.000Z,145.4,146.13,144.63,145.53,74993460,142.4818095619,143.1971583995,141.7272635278,142.6092004508,74993460,0.0,1.0
2021-07-22T00:00:00.000Z,146.8,148.195,145.81,145.935,77338156,143.8537114421,145.2207136728,142.8835808268,143.0060720661,77338156,0.0,1.0
2021-07-23T00:00:00.000Z,148.56,148.7177,146.92,147.55,71447416,145.5783880916,145.7329230391,143.9713030319,144.588658878,71447416,0.0,1.0
2021-07-26T00:00:00.000Z,148.99,149.83,147.7,148.27,72434089,145.9997579548,146.8228990829,144.7356483652,145.2942084164,72434089,0.0,1.0
2021-07-27T00:00:00.000Z,146.77,149.21,145.55,149.12,104818578,143.8243135447,146.215342536,142.6287990491,146.1271488437,104818578,0.0,1.0
2021-07-28T00:00:00.000Z,144.98,146.97,142.54,144.81,118931191,142.0702389978,144.0202995276,139.6792100066,141.9036509124,118931191,0.0,1.0
2021-07-29T00:00:00.000Z,145.64,146.55,144.58,144.685,54323047,142.7169927414,143.6087289635,141.6782670321,141.7811596731,54323047,0.0,1.0
2021-07-30T00:00:00.000Z,145.86,146.33,144.11,144.38,70440626,142.9325773226,143.3931443824,141.2176999723,141.4822810492,70440626,0.0,1.0
2021-08-02T00:00:00.000Z,145.52,146.95,145.25,146.36,62879961,142.5994011516,144.0007009293,142.3348200747,143.4225422798,62879961,0.0,1.0
2021-08-03T00:00:00.000Z,147.36,148.045,145.18,145.81,64786618,144.4024721942,145.0737241856,142.2662249807,142.8835808268,64786618,0.0,1.0
2021-08-04T00:00:00.000Z,146.95,147.79,146.28,147.27,56368271,144.0007009293,144.8238420575,143.3441478866,144.3142785019,56368271,0.0,1.0
2021-08-05T00:00:00.000Z,147.06,147.84,146.17,146.98,46397674,144.1084932199,144.8728385532,143.236355596,144.0300988267,46397674,0.0,1.0
2021-08-06T00:00:00.000Z,146.14,147.11,145.63,146.35,54126813,143.4225422798,144.3745052332,142.9220256754,143.6286373522,54126813,0.22,1.0
2021-08-09T00:00:00.000Z,146.09,146.7,145.52,146.2,48908689,143.3734720245,143.9721291395,142.8140711137,143.4814265862,48908689,0.0,1.0
2021-08-10T00:00:00.000Z,145.6,147.71,145.3,146.44,69023081,142.8925835222,144.9633482972,142.5981619902,143.7169638118,69023081,0.0,1.0
2021-08-11T00:00:00.000Z,145.86,146.72,145.53,146.05,48493463,143.1477488499,143.9917572416,142.8238851648,143.3342158202,48493463,0.0,1.0
2021-08-12T00:00:00.000Z,148.89,149.05,145.84,146.19,73779113,146.121406323,146.27843114,143.1281207478,143.4716125351,73779113,0.0,1.0
2021-08-13T00:00:00.000Z,149.1,149.4444,148.27,148.97,58846293,146.3275013953,146.6654973141,145.5129351569,146.1999187315,58846293,0.0,1.0
2021-08-16T00:00:00.000Z,151.12,151.19,146.47,148.535,103558782,148.3099397107,148.3786380682,143.746405965,145.7730075101,103558782,0.0,1.0
2021-08-17T00:00:00.000Z,150.19,151.68,149.09,150.23,92229735,147.3972329616,148.8595265704,146.3176873443,147.4364891658,92229735,0.0,1.0
2021-08-18T00:00:00.000Z,146.36,150.72,146.15,149.8,86325990,143.6384514032,147.9173776681,143.4323563309,147.01448497,86325990,0.0,1.0
2021-08-19T00:00:00.000Z,146.7,148.0,144.5,145.03,86960310,143.9721291395,145.2479557781,141.8130379049,142.3331826115,86960310,0.0,1.0
2021-08-20T00:00:00.000Z,148.19,148.5,146.78,147.44,60549630,145.4344227483,145.7386583314,144.050641548,144.6983689184,60549630,0.0,1.0
2021-08-23T00:00:00.000Z,149.71,150.19,147.89,148.31,60131810,146.9261585104,147.3972329616,145.1400012164,145.5521913611,60131810,0.0,1.0
2021-08-24T00:00:00.000Z,149.62,150.86,149.15,149.45,48606428,146.8378320508,148.054774383,146.3765716507,146.6709931827,48606428,0.0,1.0
2021-08-25T00:00:00.000Z,148.36,150.32,147.8,149.81,58991297,145.6012616165,147.5248156254,145.0516747568,147.024299021,58991297,0.0,1.0
2021-08-26T00:00:00.000Z,147.54,149.12,147.51,148.35,48597195,144.796509429,146.3471294975,144.7670672758,145.5914475654,48597195,0.0,1.0
2021-08-27T00:00:00.000Z,148.6,148.75,146.83,147.48,55802388,145.836798842,145.984009608,144.0997118033,144.7376251226,55802388,0.0,1.0
2021-08-30T00:00:00.000Z,153.12,153.49,148.61,149.0,90956723,150.2727499239,150.6358698134,145.8466128931,146.2293608847,90956723,0.0,1.0
2021-08-31T00:00:00.000Z,151.83,152.8,151.29,152.66,86453117,149.0067373364,149.9587002898,148.4767785788,149.8213035749,86453117,0.0,1.0
2021-09-01T00:00:00.000Z,152.51,154.98,152.34,152.83,80313711,149.6740928089,152.0981634222,149.5072539408,149.988142443,80313711,0.0,1.0
2021-09-02T00:00:00.000Z,153.65,154.72,152.4,153.87,71171317,150.7928946304,151.8429980945,149.5661382472,151.0088037539,71171317,0.0,1.0
2021-09-03T00:00:00.000Z,154.3,154.63,153.09,153.76,57866066,151.4308079497,151.7546716349,150.2433077707,150.9008491921,57866066,0.0,1.0
2021-09-07T00:00:00.000Z,156.69,157.26,154.39,154.97,82278261,153.7763661545,154.3357670653,151.5191344093,152.0883493711,82278261,0.0,1.0
2021-09-08T00:00:00.000Z,155.11,157.04,153.975,156.98,74420207,152.2257460861,154.1198579418,151.1118512901,154.0609736354,74420207,0.0,1.0
2021-09-09T00:00:00.000Z,154.07,156.11,153.95,155.49,57305730,151.2050847752,153.2071511927,151.0873161624,152.5986800266,57305730,0.0,1.0
2021-09-10T00:00:00.000Z,148.97,155.48,148.7,155.0,140893235,146.1999187315,152.5888659755,145.9349393527,152.1177915243,140893235,0.0,1.0
2021-09-13T00:00:00.000Z,149.55,151.42,148.75,150.63,102404329,146.7691336933,148.6043612427,145.984009608,147.8290512085,102404329,0.0,1.0
2021-09-14T00:00:00.000Z,148.12,151.07,146.91,150.35,109296295,145.3657243909,148.2608694554,144.1782242119,147.5542577786,109296295,0.0,1.0
2021-09-15T00:00:00.000Z,149.03,149.44,146.37,148.56,83281315,146.2588030379,146.6611791316,143.6482654543,145.7975426378,83281315,0.0,1.0
2021-09-16T00:00:00.000Z,148.79,148.97,147.221,148.44,68034149,146.0232658123,146.1999187315,144.4834412,145.679774025,68034149,0.0,1.0
2021-09-17T00:00:00.000Z,146.06,148.82,145.76,148.82,129868824,143.3440298713,146.0527079655,143.0496083393,146.0527079655,129868824,0.0,1.0
2021-09-20T00:00:00.000Z,142.94,144.84,141.27,143.8,123478863,140.2820459386,142.1467156412,138.6430994106,141.1260543303,123478863,0.0,1.0
2021-09-21T00:00:00.000Z,143.43,144.6,142.78,143.93,75833962,140.7629344409,141.9111784156,140.1250211216,141.2536369942,75833962,0.0,1.0
2021-09-22T00:00:00.000Z,145.85,146.43,143.7001,144.45,76404341,143.1379347989,143.7071497607,141.0280119602,141.7639676496,76404341,0.0,1.0
2021-09-23T00:00:00.000Z,146.83,147.08,145.64,146.65,64838170,144.0997118033,144.34506308,142.9318397265,143.9230588842,64838170,0.0,1.0
2021-09-24T00:00:00.000Z,146.92,147.4701,145.56,145.66,53477869,144.1880382629,144.7279092121,142.853327318,142.9514678286,53477869,0.0,1.0
2021-09-27T00:00:00.000Z,145.37,145.96,143.82,145.47,74150729,142.6668603477,143.2458893606,141.1456824325,142.7650008584,74150729,0.0,1.0
2021-09-28T00:00:00.000Z,141.91,144.75,141.69,143.25,108972340,139.2711986788,142.0583891816,139.0552895554,140.5862815217,108972340,0.0,1.0
2021-09-29T00:00:00.000Z,142.83,144.45,142.03,142.47,74602044,140.1740913769,141.7639676496,139.3889672916,139.8207855385,74602044,0.0,1.0
2021-09-30T00:00:00.000Z,141.5,144.378,141.28,143.66,89056664,138.8688225851,141.6933064819,138.6529134617,140.9886576154,89056664,0.0,1.0
2021-10-01T00:00:00.000Z,142.65,142.92,139.1101,141.9,94639581,139.9974384577,140.2624178365,136.5233625208,139.2613846278,94639581,0.0,1.0
2021-10-04T00:00:00.000Z,139.14,142.21,138.27,141.76,98322008,136.5527065335,139.5656202108,135.6988840908,139.1239879128,98322008,0.0,1.0
2021-10-05T00:00:00.000Z,141.11,142.24,139.36,139.49,80861062,138.4860745935,139.595062364,136.768615657,136.8961983208,80861062,0.0,1.0
2021-10-06T00:00:00.000Z,142.0,142.15,138.37,139.47,83221119,139.3595251384,139.5067359044,135.7970246014,136.8765702187,83221119,0.0,1.0
2021-10-07T00:00:00.000Z,143.29,144.215,142.72,143.06,61732656,140.625537726,141.5333374496,140.0661368152,140.3998145514,61732656,0.0,1.0
2021-10-08T00:00:00.000Z,142.9,144.1781,142.56,144.03,58773155,140.2427897344,141.4971236011,139.9091119981,141.3517775048,58773155,0.0,1.0
2021-10-11T00:00:00.000Z,142.81,144.81,141.81,142.27,64452219,140.1544632748,142.117273488,139.1730581682,139.6245045172,64452219,0.0,1.0
2021-10-12T00:00:00.000Z,141.51,143.25,141.0401,143.23,73035859,138.8786366362,140.5862815217,138.4174743766,140.5666534196,73035859,0.0,1.0
2021-10-13T00:00:00.000Z,140.91,141.4,139.2,141.235,78762721,138.2897935722,138.7706820745,136.6115908399,138.6087502319,78762721,0.0,1.0
2021-10-14T00:00:00.000Z,143.76,143.88,141.51,142.11,69907100,141.0867981261,141.2045667389,138.8786366362,139.4674797002,69907100,0.0,1.0
2021-10-15T00:00:00.000Z,144.84,144.895,143.51,143.77,67940334,142.1467156412,142.2006929221,140.8414468494,141.0966121771,67940334,0.0,1.0
2021-10-18T00:00:00.000Z,146.55,146.84,143.16,143.445,85589175,143.8249183735,144.1095258544,140.4979550621,140.7776555175,85589175,0.0,1.0
2021-10-19T00:00:00.000Z,148.76,149.17,146.55,147.01,76378894,145.9938236591,146.3961997528,143.8249183735,144.2763647225,76378894,0.0,1.0
2021-10-20T00:00:00.000Z,149.26,149.7539,148.12,148.7,58418788,146.4845262124,146.9692421946,145.3657243909,145.9349393527,58418788,0.0,1.0
2021-10-21T00:00:00.000Z,149.48,149.64,147.87,148.81,61420990,146.7004353359,146.8574601529,145.1203731142,146.0428939144,61420990,0.0,1.0
2021-10-22T00:00:00.000Z,148.69,150.18,148.64,149.69,58883443,145.9251253016,147.3874189105,145.8760550463,146.9065304082,58883443,0.0,1.0
2021-10-25T00:00:00.000Z,148.64,149.37,147.6211,148.68,50720556,145.8760550463,146.5924807741,144.8761013832,145.9153112506,50720556,0.0,1.0
2021-10-26T00:00:00.000Z,149.32,150.84,149.0101,149.33,60893395,146.5434105188,148.0351462808,146.2392730763,146.5532245699,60893395,0.0,1.0
2021-10-27T00:00:00.000Z,148.85,149.73,148.49,149.36,56094929,146.0821501187,146.9457866125,145.7288442803,146.5826667231,56094929,0.0,1.0
2021-10-28T00:00:00.000Z,152.57,153.165,149.72,149.82,100077888,149.7329771153,150.3169131537,146.9359725614,147.0341130721,100077888,0.0,1.0
2021-10-29T00:00:00.000Z,149.8,149.94,146.4128,147.215,124953168,147.01448497,147.1518816849,143.6902695929,144.4775527694,124953168,0.0,1.0
2021-11-01T00:00:00.000Z,148.96,149.7,147.8,148.985,73396551,146.1901046804,146.9163444593,145.0516747568,146.2146398081,73396551,0.0,1.0
2021-11-02T00:00:00.000Z,150.02,151.57,148.65,148.66,68922374,147.2303940934,148.7515720087,145.8858690974,145.8956831484,68922374,0.0,1.0
